d(Arts & Entertainment AND College & University),0.0
d(Arts & Entertainment AND Event),0.0
d(Arts & Entertainment AND Food),0.0
d(Arts & Entertainment AND Nightlife Spot),0.0
d(Arts & Entertainment AND Outdoors & Recreation),0.0
d(Arts & Entertainment AND Professional & Other Places),0.0
d(Arts & Entertainment AND Residence),0.0
d(Arts & Entertainment AND Shop & Service),0.0
d(Arts & Entertainment AND Travel & Transport),0.0
d(College & University AND Event),0.0
d(College & University AND Food),0.0
d(College & University AND Nightlife Spot),0.0
d(College & University AND Outdoors & Recreation),0.0
d(College & University AND Professional & Other Places),0.0
d(College & University AND Residence),0.0
d(College & University AND Shop & Service),0.0
d(College & University AND Travel & Transport),0.0
d(Event AND Food),0.0
d(Event AND Nightlife Spot),0.0
d(Event AND Outdoors & Recreation),0.0
d(Event AND Professional & Other Places),0.0
d(Event AND Residence),0.0
d(Event AND Shop & Service),0.0
d(Event AND Travel & Transport),0.0
d(Food AND Nightlife Spot),0.0
d(Food AND Outdoors & Recreation),0.0
d(Food AND Professional & Other Places),2.325113962106747E-5
d(Food AND Residence),2.4982675883860932E-5
d(Food AND Shop & Service),4.9965351767721865E-5
d(Food AND Travel & Transport),0.0
d(Nightlife Spot AND Outdoors & Recreation),0.0
d(Nightlife Spot AND Professional & Other Places),0.0
d(Nightlife Spot AND Residence),0.0
d(Nightlife Spot AND Shop & Service),0.0
d(Nightlife Spot AND Travel & Transport),0.0
d(Outdoors & Recreation AND Professional & Other Places),0.0
d(Outdoors & Recreation AND Residence),0.0
d(Outdoors & Recreation AND Shop & Service),0.0
d(Outdoors & Recreation AND Travel & Transport),0.0
d(Professional & Other Places AND Residence),2.498267588386093E-5
d(Professional & Other Places AND Shop & Service),4.996535176772186E-5
d(Professional & Other Places AND Travel & Transport),0.0
d(Residence AND Shop & Service),4.9965351767721865E-5
d(Residence AND Travel & Transport),0.0
d(Shop & Service AND Travel & Transport),0.0
